"","SNP","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","X","X.1","X.2","X.3","X.4","Gene","chr","start","end","width","strand","dis_start.positon","dis_positon.end"
"2255","PstI.TP57846","Cml_cm.54",4,4201581,"Cml_cm","PS_N(6)","C106+4202(1);C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(3);pKWmEB(2);pLARmEB(1)","","",0.2298,38.35,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2256","PstI.TP57846","Cml_cm.54",4,4201581,"Cml_cm","PS_N(6)","C106+4202(1);C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(3);pKWmEB(2);pLARmEB(1)","","",0.2298,38.35,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2257","PstI.TP57846","Cml_cm.54",4,4201581,"Cml_cm","PS_N(6)","C106+4202(1);C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(3);pKWmEB(2);pLARmEB(1)","","",0.2298,38.35,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2258","PstI.TP57846","Cml_cm.54",4,4201581,"Cml_cm","PS_N(6)","C106+4202(1);C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(3);pKWmEB(2);pLARmEB(1)","","",0.2298,38.35,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2259","PstI.TP57846","CmD_BI_mm.55",4,4201581,"CmD_BI_mm","PS_N(4)","C106+4202(4)","","","FASTmrEMMA(1);FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(1)","","",0.2217,44.05,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2260","PstI.TP57846","CmD_BI_mm.55",4,4201581,"CmD_BI_mm","PS_N(4)","C106+4202(4)","","","FASTmrEMMA(1);FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(1)","","",0.2217,44.05,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2261","PstI.TP57846","CmD_BI_mm.55",4,4201581,"CmD_BI_mm","PS_N(4)","C106+4202(4)","","","FASTmrEMMA(1);FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(1)","","",0.2217,44.05,NA,"",NA,NA,"","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+",-4305,-1876
"2262","PstI.TP57846","CmD_BI_mm.55",4,4201581,"CmD_BI_mm","PS_N(4)","C106+4202(4)","","","FASTmrEMMA(1);FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(1)","","",0.2217,44.05,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2263","PstI.TP57846","CmD_BI_mm.55",4,4201581,"CmD_BI_mm","PS_N(4)","C106+4202(4)","","","FASTmrEMMA(1);FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(1)","","",0.2217,44.05,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2264","PstI.TP57846","CmD_BI_mm.55",4,4201581,"CmD_BI_mm","PS_N(4)","C106+4202(4)","","","FASTmrEMMA(1);FASTmrMLM(1);ISIS EM-BLASSO(1);pKWmEB(1)","","",0.2217,44.05,NA,"",NA,NA,"","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+",-3963,-1876
"2265","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+",-43,-1564
"2266","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+",-43,-1564
"2267","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+",-3223,158
"2268","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+",-3223,158
"2269","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+",-43,-1564
"2270","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+",-43,-1564
"2271","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+",-3223,158
"2272","PstI.TP58391","CmN.190",7,64850518,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1085,0.5988,NA,"",NA,NA,"","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+",-3223,158
"2273","PstI.TP584552","CCirc_cm.38",2,59081475,"CCirc_cm","PS_N(1)","124+36088im(1)","","","mrMLM(1)","","",0.0641,16.25,NA,"",NA,NA,"","Sobic.002G200900.2","Chr02",59072224,59081085,8862,"+",-9251,390
"2274","PstI.TP584552","CCirc_cm.38",2,59081475,"CCirc_cm","PS_N(1)","124+36088im(1)","","","mrMLM(1)","","",0.0641,16.25,NA,"",NA,NA,"","Sobic.002G200900.1","Chr02",59072224,59080793,8570,"+",-9251,682
"2281","PstI.TP604956","CmN.194",10,5628757,"CmN","PS_N(2)","C116+3293(2)","","","ISIS EM-BLASSO(1);pKWmEB(1)","","",0.1897,0,NA,"",NA,NA,"","Sobic.010G070100.1","Chr10",5627081,5630306,3226,"-",-1676,-1549
"2282","PstI.TP604956","CmN.194",10,5628757,"CmN","PS_N(2)","C116+3293(2)","","","ISIS EM-BLASSO(1);pKWmEB(1)","","",0.1897,0,NA,"",NA,NA,"","Sobic.010G070100.2","Chr10",5627081,5630306,3226,"-",-1676,-1549
"2284","PstI.TP607682","CmN.195",6,57995101,"CmN","PS_Y(1)","124+36088im(1)","","","","","GLM(1)",0.184,8.114,NA,"",NA,NA,"","Sobic.006G239300.1","Chr06",57990555,57994242,3688,"-",-4546,859
"2285","PstI.TP609962","CmN.196",5,53907385,"CmN","PS_Y(1)","124+36088im(1)","","","","","GLM(1)",0.156,8.892,NA,"",NA,NA,"","Sobic.005G123500.1","Chr05",53906531,53909045,2515,"-",-854,-1660
"2286","PstI.TP617554","CmN.197",7,3245920,"CmN","PS_N(1)","C124+2560(1)","","FarmCPU(1)","","","",0.1048,13.51,NA,"",NA,NA,"","Sobic.007G035900.1","Chr07",3245212,3246147,936,"-",-708,-227
"2287","PstI.TP629514","CmN.198",6,40243524,"CmN","PS_Y(2)","C106+4202(1);C116+3293(1)","CMLM+SUPER(1)","","","","GLM(1)",0.09052,12.89,NA,"",NA,NA,"","Sobic.006G057300.1","Chr06",40242354,40244140,1787,"-",-1170,-616
"2288","PstI.TP631692","CmD_BI_mm.57",2,62659796,"CmD_BI_mm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.3443,3.22,NA,"",NA,NA,"","Sobic.002G235700.1","Chr02",62657766,62663108,5343,"+",-2030,-3312
"2294","PstI.TP648736","Bcirc_cm.57",4,60109935,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.166,17.11,NA,"",NA,NA,"","Sobic.004G254800.3","Chr04",60108846,60115112,6267,"-",-1089,-5177
"2295","PstI.TP648736","Bcirc_cm.57",4,60109935,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.166,17.11,NA,"",NA,NA,"","Sobic.004G254800.4","Chr04",60108846,60115112,6267,"-",-1089,-5177
"2296","PstI.TP651320","CCirc_cm.40",5,35481232,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.2547,7.719,NA,"",NA,NA,"","Sobic.005G111000.2","Chr05",35464510,35482244,17735,"-",-16722,-1012
"2297","PstI.TP651320","CCirc_cm.40",5,35481232,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.2547,7.719,NA,"",NA,NA,"","Sobic.005G111000.1","Chr05",35459895,35482244,22350,"-",-21337,-1012
"2298","PstI.TP651715","CmD_LI_mm.49",10,58956886,"CmD_LI_mm","PS_Y(1)","C106+4202(1)","","","pKWmEB(1)","","",0.2547,6.281,NA,"",NA,NA,"","Sobic.010G250400.1","Chr10",58950659,58957087,6429,"+",-6227,-201
"2299","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+",-11410,983
"2300","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-",-492,-1509
"2301","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+",-11410,983
"2302","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-",-492,-1509
"2303","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+",-11410,983
"2304","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-",-492,-1509
"2305","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+",-11410,983
"2306","PstI.TP6534","Yld_kg.26",4,64452246,"Yld","PS_N(1)","124+36088im(1)","","","pLARmEB(1)","","",0.1815,2.311,NA,"PstI.TP577552",2,61335361,"PstI.TP577552\2\61335361","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-",-492,-1509
"2307","PstI.TP65527","Bcirc_cm.58",10,60139620,"Bcirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.2358,20.78,NA,"",NA,NA,"","Sobic.010G265900.1","Chr10",60136399,60140204,3806,"-",-3221,-584
"2308","PstI.TP663163","CmN.200",2,69910554,"CmN","PS_Y(1)","124+36088im(1)","","","","","GLM(1)",0.05013,7.56,NA,"",NA,NA,"","Sobic.002G330400.1","Chr02",69906408,69909933,3526,"+",-4146,621
"2309","PstI.TP663427","Bcirc_cm.59",1,70529598,"Bcirc_cm","PS_N(1);PS_Y(2)","C116+3293(1);C124+2560(2)","CMLM+SUPER(1);MLM+SUPER(1)","FarmCPU(1)","","","",0.07759,0.5925,NA,"",NA,NA,"","Sobic.001G425300.1","Chr01",70526724,70529971,3248,"-",-2874,-373
"2311","PstI.TP697156","Bcirc_cm.61",4,9915378,"Bcirc_cm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.06588,1.373,NA,"",NA,NA,"","Sobic.004G105100.1","Chr04",9913834,9917972,4139,"+",-1544,-2594
"2312","PstI.TP69823","CmN.201",1,70805200,"CmN","PS_N(1);PS_Y(1)","C106+4202(1);C124+2560(1)","CMLM+SUPER(1)","FarmCPU(1)","","","",0.2547,3.059,NA,"",NA,NA,"","Sobic.001G429100.1","Chr01",70804848,70808500,3653,"+",-352,-3300
"2314","PstI.TP69959","CmN.203",9,57639787,"CmN","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.06947,0.3264,NA,"",NA,NA,"","Sobic.009G238500.1","Chr09",57639492,57641346,1855,"-",-295,-1559
"2315","PstI.TP701332","CmDW_g.50",3,60121147,"CmDW_g","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.06618,1.84,NA,"",NA,NA,"","Sobic.003G264100.1","Chr03",60121128,60128012,6885,"+",-19,-6865
"2316","PstI.TP703969","Cml_cm.55",1,80877289,"Cml_cm","PS_N(1)","C116+3293(1)","","FarmCPU(1)","","","",0.1164,1.468,NA,"",NA,NA,"","Sobic.001G544600.2","Chr01",80876468,80878678,2211,"-",-821,-1389
"2317","PstI.TP704102","CmN.204",3,72097083,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.06264,9.479,NA,"",NA,NA,"","Sobic.003G413800.1","Chr03",72095299,72096870,1572,"+",-1784,213
"2318","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2319","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2320","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2321","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2322","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2323","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2324","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2325","PstI.TP704244","CmDW_g.51",3,50687892,"CmDW_g","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.3,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2326","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2327","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2328","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2329","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2330","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2331","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2332","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2333","PstI.TP704244","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","PS_N(4)","124+36088im(1);C106+4202(3)","","FarmCPU(1)","FASTmrMLM(1);mrMLM(1);pKWmEB(1)","","",0.0685,14.5,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2334","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2335","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2336","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2337","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2338","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2339","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2340","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2341","PstI.TP704244","CmD_LI_mm.50",3,50687892,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,12.16,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2342","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2343","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2344","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2345","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2346","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2347","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2348","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+",-1175,-2249
"2349","PstI.TP704244","CCirc_cm.41",3,50687892,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.05189,10.11,NA,"",NA,NA,"","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+",-1726,-2249
"2350","PstI.TP704666","CmD_BI_mm.59",4,61217735,"CmD_BI_mm","PS_N(1)","C124+2560(1)","","","FASTmrEMMA(1)","","",0.0403,9.675,NA,"",NA,NA,"","Sobic.004G268200.1","Chr04",61216768,61221364,4597,"+",-967,-3629
"2351","PstI.TP704666","CmD_BI_mm.59",4,61217735,"CmD_BI_mm","PS_N(1)","C124+2560(1)","","","FASTmrEMMA(1)","","",0.0403,9.675,NA,"",NA,NA,"","Sobic.004G268200.2","Chr04",61216506,61221364,4859,"+",-1229,-3629
"2353","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+",-3696,766
"2354","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.2","Chr06",45893609,45897184,3576,"-",-729,-2846
"2355","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+",-3696,766
"2356","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.2","Chr06",45893609,45897184,3576,"-",-729,-2846
"2357","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+",-3696,766
"2358","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.3","Chr06",45893609,45897801,4193,"-",-729,-3463
"2359","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.3","Chr06",45893609,45897801,4193,"-",-729,-3463
"2360","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.1","Chr06",45893609,45897801,4193,"-",-729,-3463
"2361","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089266.1","Chr06",45890642,45893572,2931,"+",-3696,766
"2362","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.3","Chr06",45893609,45897801,4193,"-",-729,-3463
"2363","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.1","Chr06",45893609,45897801,4193,"-",-729,-3463
"2364","PstI.TP710636","CmD_LI_mm.51",6,45894338,"CmD_LI_mm","PS_N(4)","C116+3293(1);C124+2560(3)","","FarmCPU(1)","ISIS EM-BLASSO(1);pKWmEB(1);pLARmEB(1)","","",0.194,49.65,NA,"",NA,NA,"","Sobic.006G089300.2","Chr06",45893609,45897184,3576,"-",-729,-2846
