"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"3668","PstI.TP54210","GHW_1",5461,11,451,0.000710207507065104,0.116595318817396,106,NA,NA,0.0394745017361593,NA,0.0394745017361593,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.226661128217895"
"3669","PstI.TP543083","FD_50",3630,7,7619505,0.000308268183794624,0.186626308756478,106,NA,NA,0.0426532723721792,NA,0.0426532723721792,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.648628172332799"
"3670","PstI.TP543083","FM_50",3739,7,7619505,0.0000263737165843246,0.186626308756478,106,NA,NA,0.0215926620101639,NA,0.0215926620101639,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.975667444772043"
"3671","PstI.TP543083","fprind",7538,7,7619505,0.000376776672120211,0.186626308756478,106,NA,NA,0.0479823262932117,NA,0.0479823262932117,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.634907812014907"
"3672","PstI.TP543083","fprinW",7211,7,7619505,0.000112131673225997,0.186626308756478,106,NA,NA,0.0326851368378977,NA,0.0326851368378978,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.645258764522276"
"3673","PstI.TP543083","FW_50",4063,7,7619505,0.000174437925863097,0.186626308756478,106,NA,NA,0.0341029493057748,NA,0.0341029493057747,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.687589023583842"
"3674","PstI.TP543083","GFW_1",4182,7,7619505,0.00000373385082049965,0.186626308756478,106,NA,NA,0.0032767497484523,NA,0.0032767497484523,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.577390154245036"
"3675","PstI.TP543083","GFW_50",4954,7,7619505,0.000242156234961431,0.186626308756478,106,NA,NA,0.0392143621480134,NA,0.0392143621480135,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.858056320884839"
"3676","PstI.TP543083","GHW_1",5156,7,7619505,0.000128776735777159,0.186626308756478,106,NA,NA,0.0203513788336024,NA,0.0203513788336023,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.588491787220274"
"3677","PstI.TP543083","HM_1",5993,7,7619505,0.0000590054112593476,0.186626308756478,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.311121016284675"
"3678","PstI.TP543485","FM_50",3842,11,4036,0.000209063800301681,0.449038891134817,106,NA,NA,0.040456843808885,NA,0.040456843808885,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.55381448959545"
"3679","PstI.TP543485","fprinW",7292,11,4036,0.000281974405605129,0.449038891134817,106,NA,NA,0.04264302503169,NA,0.04264302503169,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.73333975081843"
"3680","PstI.TP543485","FW_50",4011,11,4036,0.0000634505257739622,0.449038891134817,106,NA,NA,0.0210703935842294,NA,0.0210703935842294,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.75838003433089"
"3681","PstI.TP543485","GFW_1",4521,11,4036,0.00032892645624769,0.449038891134817,106,NA,NA,0.0234485235141356,NA,0.0234485235141356,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.10219774985812"
"3682","PstI.TP543485","GFW_50",4847,11,4036,0.0000380282489652272,0.449038891134817,106,NA,NA,0.0181387833337049,NA,0.0181387833337049,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.77750350446031"
"3683","PstI.TP543485","GHW_1",5429,11,4036,0.000622788967526328,0.449038891134817,106,NA,NA,0.0372169607610152,NA,0.0372169607610152,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.52259602034096"
"3684","PstI.TP543485","HM_1",6622,11,4036,0.00127881079179285,0.449038891134817,106,NA,NA,0.047817559157974,NA,0.0478175591579742,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.83993799076027"
"3685","PstI.TP544110","FM_50",3866,7,59986998,0.000266760976293083,0.243027702708102,106,NA,NA,0.043679480494225,NA,0.043679480494225,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00308983707730772"
"3686","PstI.TP544110","GFW_1",4355,7,59986998,0.0000831478038812655,0.243027702708102,106,NA,NA,0.0107856584869198,NA,0.0107856584869198,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00654990357323079"
"3687","PstI.TP544110","HM_1",6334,7,59986998,0.000537169687810499,0.243027702708102,106,NA,NA,0.0339370721662312,NA,0.0339370721662312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00931982571584613"
"3688","PstI.TP544906","GS",5748,1,12628073,0.00000996555584550814,0.194791447537808,114,NA,NA,0.00393620184416666,NA,0.00393620184416666,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.819380627349584"
"3689","PstI.TP545057","FD_1",3428,3,54934171,0.000131086653215531,0.192036896010007,106,NA,NA,0.0452490429007399,NA,0.04524904290074,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.3402116033638"
"3690","PstI.TP545057","FD_50",3513,3,54934171,0.0000598481312042272,0.192036896010007,106,NA,NA,0.021584446402884,NA,0.021584446402884,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.23212737904025"
"3691","PstI.TP545057","fprind",7406,3,54934171,0.0000652594538099373,0.192036896010007,106,NA,NA,0.0230711922872481,NA,0.0230711922872481,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.31570791532564"
"3692","PstI.TP545057","fprinW",7264,3,54934171,0.000225580669011293,0.192036896010007,106,NA,NA,0.0405393789262822,NA,0.0405393789262822,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.18079159186864"
"3693","PstI.TP545057","FW_50",4092,3,54934171,0.000234220292171821,0.192036896010007,106,NA,NA,0.0380329448730412,NA,0.0380329448730411,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.13864202242935"
"3694","PstI.TP545057","GFW_50",4949,3,54934171,0.000227729138528426,0.192036896010007,106,NA,NA,0.038052523695253,NA,0.038052523695253,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.03275335193976"
"3695","PstI.TP545057","GHW_1",5475,3,54934171,0.000745603648174889,0.192036896010007,106,NA,NA,0.0403302393942681,NA,0.0403302393942681,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.20778169697913"
"3696","PstI.TP545057","GHW_50",5656,3,54934171,0.0000744426435026502,0.192036896010007,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.33945848916262"
"3697","PstI.TP545057","HW_1",6741,3,54934171,0.0000524880309138656,0.192036896010007,106,NA,NA,0.0242082835669762,NA,0.0242082835669762,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.18166325837094"
"3698","PstI.TP547023","GHW_1",5171,2,75564773,0.000155852868691041,0.113789426484046,106,NA,NA,0.0224669858872582,NA,0.0224669858872582,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.68606621099778"
"3699","PstI.TP547988","GFW_1",4642,11,4054,0.00064153079685593,0.310614467809042,106,NA,NA,0.0344170121159887,NA,0.0344170121159887,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.176677528647939"
"3700","PstI.TP54867","GHW_1",5539,11,454,0.000936490937649186,0.236705779187647,106,NA,NA,0.044603106206585,NA,0.044603106206585,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.08592056030421"
"3701","PstI.TP548880","AIL",3283,3,64984146,0.0000405450999986512,0.190504338401331,114,NA,NA,0.0477086361058311,NA,0.047708636105831,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.397199036528813"
"3702","PstI.TP551551","fprinW",7298,9,56031713,0.000287744220580668,0.480721685388086,106,NA,NA,0.04264302503169,NA,0.04264302503169,"124+36088im","MLM+SUPER","PS_Y","GAPIT","13.0085128790845"
"3703","PstI.TP551551","FW_50",4122,9,56031713,0.000320148540505328,0.480721685388086,106,NA,NA,0.0442040884821935,NA,0.0442040884821936,"124+36088im","MLM+SUPER","PS_Y","GAPIT","13.1821420901104"
"3704","PstI.TP551551","GFW_1",4246,9,56031713,0.0000175849573040596,0.480721685388086,106,NA,NA,0.00496047064424408,NA,0.00496047064424408,"124+36088im","MLM+SUPER","PS_Y","GAPIT","12.7036761324303"
"3705","PstI.TP551551","GFW_50",4950,9,56031713,0.000229299837983757,0.480721685388086,106,NA,NA,0.0380724806940879,NA,0.0380724806940879,"124+36088im","MLM+SUPER","PS_Y","GAPIT","13.3765200195986"
"3706","PstI.TP551551","GHW_1",5158,9,56031713,0.000132616855884993,0.480721685388086,106,NA,NA,0.0207087535552792,NA,0.0207087535552792,"124+36088im","MLM+SUPER","PS_Y","GAPIT","11.6130133113933"
"3707","PstI.TP551551","HW_1",6755,9,56031713,0.0000680015663249825,0.480721685388086,106,NA,NA,0.0254850441567084,NA,0.0254850441567084,"124+36088im","MLM+SUPER","PS_Y","GAPIT","11.9088371090232"
"3708","PstI.TP56482","FD_50",3579,4,68544225,0.000193433483162865,0.156317045318943,106,NA,NA,0.0367219005481963,NA,0.0367219005481964,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.844672722858993"
"3709","PstI.TP56482","fprind",7457,4,68544225,0.00016489919358374,0.156317045318943,106,NA,NA,0.0346077235558067,NA,0.0346077235558067,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.891009845953287"
"3710","PstI.TP56482","fprinW",7286,4,68544225,0.00026743988533263,0.156317045318943,106,NA,NA,0.0425015717472973,NA,0.0425015717472973,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.896444975903496"
"3711","PstI.TP56482","FW_50",4086,4,68544225,0.000221054324364137,0.156317045318943,106,NA,NA,0.0372224526714608,NA,0.0372224526714608,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.861385310978266"
"3712","PstI.TP56482","GFW_1",4501,4,68544225,0.000292694168413348,0.156317045318943,106,NA,NA,0.0220647667073441,NA,0.0220647667073442,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.30352811084888"
"3713","PstI.TP56482","GFW_50",4906,4,68544225,0.000120147028673789,0.156317045318943,106,NA,NA,0.0276485714932296,NA,0.0276485714932297,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.997387907492531"
"3714","PstI.TP5684","HM_1",6675,11,34,0.00142980371483658,0.150465541432664,106,NA,NA,0.0496920621379623,NA,0.0496920621379622,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.74997881151333"
"3715","PstI.TP573755","FD_1",3433,11,4123,0.000146764407678821,0.194316281713423,106,NA,NA,0.0469510210520899,NA,0.0469510210520898,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.206596321492914"
"3716","PstI.TP573755","fprinW",7322,11,4123,0.000363865831884686,0.194316281713423,106,NA,NA,0.0474908270331485,NA,0.0474908270331485,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.139174489697815"
"3717","PstI.TP573755","FW_50",4071,11,4123,0.00018182995616275,0.194316281713423,106,NA,NA,0.0341029493057748,NA,0.0341029493057747,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.110174115262825"
"3718","PstI.TP573755","GFW_1",4601,11,4123,0.000530006877995964,0.194316281713423,106,NA,NA,0.0310361616905047,NA,0.0310361616905047,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.167338024095623"
"3719","PstI.TP573755","GFW_50",4969,11,4123,0.000283795963243047,0.194316281713423,106,NA,NA,0.0419529596882982,NA,0.0419529596882982,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0797641391074301"
"3720","PstI.TP573755","GHW_1",5321,11,4123,0.00041395525458425,0.194316281713423,106,NA,NA,0.0325751678200312,NA,0.0325751678200312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.291121448013803"
"3721","PstI.TP573755","HM_1",6491,11,4123,0.000895863657764695,0.194316281713423,106,NA,NA,0.0412317319259632,NA,0.0412317319259632,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00610523459325106"
"3722","PstI.TP573755","HW_1",6834,11,4123,0.000277943127141362,0.194316281713423,106,NA,NA,0.0489366442780302,NA,0.0489366442780301,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.274679969532769"
"3723","PstI.TP574024","GHW_1",5426,11,4130,0.000616878589490276,0.429583076033962,106,NA,NA,0.0370796477893245,NA,0.0370796477893245,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.02348231483453"
"3724","PstI.TP574024","HM_1",6052,11,4130,0.000121588259266454,0.429583076033962,106,NA,NA,0.0241213944619576,NA,0.0241213944619576,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.43637570959726"
"3725","PstI.TP574201","Lg",7010,10,61087268,0.000264916005065369,0.417824090397785,114,NA,NA,0.040654448234392,NA,0.0406544482343921,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.5589629783998"
"3726","PstI.TP57930","HM_1",6368,2,67346618,0.000598704506780726,0.0514601451655008,106,NA,NA,0.0351373915679767,NA,0.0351373915679767,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.08244638023604"
"3727","PstI.TP579760","HM_1",6467,6,53267780,0.0008267514173677,0.0883171298446409,106,NA,NA,0.0396800489616364,NA,0.0396800489616365,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.59787077408282"
"3728","PstI.TP581762","FW_50",4140,4,62741281,0.000375202167917982,0.141482202462735,106,NA,NA,0.04727441811513,NA,0.0472744181151301,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.373166096213869"
"3729","PstI.TP581762","GFW_1",4358,4,62741281,0.0000848420715352802,0.141482202462735,106,NA,NA,0.0108573019739343,NA,0.0108573019739343,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.136384202427291"
"3730","PstI.TP581762","GHW_1",5139,4,62741281,0.000119591880724465,0.141482202462735,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.472400530200433"
"3731","PstI.TP581762","HM_1",6000,4,62741281,0.0000627730904503564,0.141482202462735,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0812276273298074"
"3732","PstI.TP583331","GHW_1",5242,4,1337875,0.000252847380009935,0.242378301827751,106,NA,NA,0.0263222149491295,NA,0.0263222149491295,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0384609920750398"
"3733","PstI.TP585747","GS",5778,7,57701465,0.0000309679800063045,0.0635010640372424,114,NA,NA,0.00846264570297283,NA,0.00846264570297283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.046884043474908"
"3734","PstI.TP587376","HM_1",6481,4,2288697,0.000876631704629035,0.296477374353109,106,NA,NA,0.0408012049110739,NA,0.0408012049110739,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.72768023689309"
"3735","PstI.TP588109","Lg",6948,1,78200524,0.0000877397236502208,0.11497937923297,114,NA,NA,0.0212341037896295,NA,0.0212341037896295,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.076675143572256"
"3736","PstI.TP588590","GFW_1",4345,11,4212,0.0000734983468506724,0.13861755164938,106,NA,NA,0.0100015398156625,NA,0.0100015398156625,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.1626691482661"
"3737","PstI.TP588590","GHW_1",5221,11,4212,0.000214699498956521,0.13861755164938,106,NA,NA,0.0243205483017657,NA,0.0243205483017657,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.3274019506173"
"3738","PstI.TP588590","HM_1",6441,11,4212,0.00075694371093564,0.13861755164938,106,NA,NA,0.0381878102167031,NA,0.038187810216703,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.65395390241931"
"3739","PstI.TP588782","fprinW",7314,11,4213,0.000335914807367354,0.104522414914124,106,NA,NA,0.0456600469247418,NA,0.0456600469247418,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.35827324208331"
"3740","PstI.TP588782","GFW_1",4309,11,4213,0.0000484493545539921,0.104522414914124,106,NA,NA,0.00814756645749634,NA,0.00814756645749634,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.5583185042081"
"3741","PstI.TP588782","GHW_1",5477,11,4213,0.000756989208992645,0.104522414914124,106,NA,NA,0.0407779361575217,NA,0.0407779361575217,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.38073149518073"
"3742","PstI.TP590958","HM_1",6350,1,18570749,0.000559992784694893,0.338288650568692,106,NA,NA,0.0342444072580089,NA,0.0342444072580089,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.283611382503275"
"3743","PstI.TP591413","FM_1",3703,6,32813463,0.0000632165437384242,0.27759055060027,106,NA,NA,0.048506759761062,NA,0.048506759761062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0371610469289045"
"3744","PstI.TP591413","FM_50",3877,6,32813463,0.000300002929050595,0.27759055060027,106,NA,NA,0.0462957461218429,NA,0.046295746121843,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.000090717236301941"
"3745","PstI.TP591413","GFW_1",4235,6,32813463,0.0000147161378456359,0.27759055060027,106,NA,NA,0.00470808732002942,NA,0.00470808732002942,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0002292809902925"
"3746","PstI.TP591413","HM_1",6563,6,32813463,0.00110178729279538,0.27759055060027,106,NA,NA,0.0450222552012366,NA,0.0450222552012368,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0282976495628222"
"3747","PstI.TP595475","GS",5730,2,23185705,0.00000363241345437458,0.088472324892546,114,NA,NA,0.00198526530337631,NA,0.00198526530337631,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.97538702369409"
"3748","PstI.TP601295","Lg",6900,11,4259,0.0000202301484791075,0.0964347188108021,114,NA,NA,0.00884529525334844,NA,0.00884529525334844,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.67363001661278"
"3749","PstI.TP604956","FD_50",3660,10,5628757,0.00039471626989321,0.39480063940193,106,NA,NA,0.0472830439469337,NA,0.0472830439469337,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00993599869135147"
"3750","PstI.TP604956","fprind",7531,10,5628757,0.000366023368125665,0.39480063940193,106,NA,NA,0.0477664301248577,NA,0.0477664301248578,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0289681481272271"
"3751","PstI.TP604956","GFW_1",4591,10,5628757,0.000519959208973776,0.39480063940193,106,NA,NA,0.0309106845315133,NA,0.0309106845315134,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.170331657844873"
"3752","PstI.TP604956","GHW_1",5374,10,5628757,0.000506601237308547,0.39480063940193,106,NA,NA,0.0346098355717511,NA,0.0346098355717511,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.265598141927273"
"3753","PstI.TP604956","HM_1",6341,10,5628757,0.000543355960697848,0.39480063940193,106,NA,NA,0.0339370721662312,NA,0.0339370721662312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.204865431267538"
"3754","PstI.TP605565","GFW_1",4743,5,2619193,0.000999937747459477,0.141159146933529,106,NA,NA,0.0444616387573761,NA,0.0444616387573761,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.522474761851719"
"3755","PstI.TP605931","FW_50",4107,11,4284,0.000275427989087625,0.132089662597691,106,NA,NA,0.0412329976663409,NA,0.0412329976663408,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.091717382451402"
"3756","PstI.TP605931","GFW_1",4374,11,4284,0.0000948677846463356,0.132089662597691,106,NA,NA,0.0112613640833121,NA,0.0112613640833121,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0488701838268506"
"3757","PstI.TP605931","GFW_50",4947,11,4284,0.000220130871478208,0.132089662597691,106,NA,NA,0.0372575050474795,NA,0.0372575050474794,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0779738402329009"
"3758","PstI.TP605931","GHW_1",5439,11,4284,0.000657148707548674,0.132089662597691,106,NA,NA,0.0383956329484007,NA,0.0383956329484007,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0451588748640325"
"3759","PstI.TP606388","Lg",7012,4,64492249,0.000272311384994716,0.0696174427415295,114,NA,NA,0.0411580565395992,NA,0.0411580565395992,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.28785060038453"
"3760","PstI.TP607682","GHW_1",5090,6,57995101,0.0000762165785404448,0.181395258588662,106,NA,NA,0.0199946572143003,NA,0.0199946572143003,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00354507826308231"
"3761","PstI.TP607682","HM_1",5963,6,57995101,0.0000338635560624543,0.181395258588662,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00939034623598581"
"3762","PstI.TP6170","FD_1",3370,6,56702797,0.0000110824483833442,0.350268235854705,106,NA,NA,0.0158512481832576,NA,0.0158512481832576,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.0829160659035"
"3763","PstI.TP6170","FD_50",3574,6,56702797,0.000176061514941644,0.350268235854705,106,NA,NA,0.0347278028795421,NA,0.034727802879542,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.31021999799989"
"3764","PstI.TP6170","FM_50",3862,6,56702797,0.000252707281381534,0.350268235854705,106,NA,NA,0.042771114966214,NA,0.0427711149662139,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.60283650646103"
"3765","PstI.TP6170","fprind",7455,6,56702797,0.000157690599072642,0.350268235854705,106,NA,NA,0.033632968911152,NA,0.033632968911152,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.21823068322699"
"3766","PstI.TP6170","fprinGW",7091,6,56702797,0.0000133535815162009,0.350268235854705,106,NA,NA,0.0300089032965416,NA,0.0300089032965416,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.20478203437006"
"3767","PstI.TP6170","fprinW",7138,6,56702797,0.0000087338450208501,0.350268235854705,106,NA,NA,0.011809056134777,NA,0.011809056134777,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.29097738377383"
"3768","PstI.TP6170","FW_1",3901,6,56702797,0.00000795885598985171,0.350268235854705,106,NA,NA,0.0189811480034336,NA,0.0189811480034336,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.13483237708986"
"3769","PstI.TP6170","FW_50",3950,6,56702797,0.00000926837815851799,0.350268235854705,106,NA,NA,0.0123974216389087,NA,0.0123974216389087,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.29270661549641"
"3770","PstI.TP6170","GFW_1",4195,6,56702797,0.00000538455414820676,0.350268235854705,106,NA,NA,0.0032767497484523,NA,0.0032767497484523,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.25016157873142"
"3771","PstI.TP6170","GFW_50",4813,6,56702797,0.00000988285125100641,0.350268235854705,106,NA,NA,0.0120048404128039,NA,0.0120048404128039,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.11497857902727"
"3772","PstI.TP6170","GHW_1",5259,6,56702797,0.000284753880082487,0.350268235854705,106,NA,NA,0.0277139440477163,NA,0.0277139440477163,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.96006257511315"
