"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"634","PstI.TP651320",5,35481232,"TFN","pLARmEB",-1.2462,4.8169,25.2826,0.2552,"A",1.9572,3.0472,"mrMLMM","F96+4814","PS_N",0.00000248027593769296
"737","PstI.TP651320",5,35481232,"TFN","ISIS EM-BLASSO",-1.0839,4.3548,33.6205,0.2552,"A",2.0193,3.0472,"mrMLMM","F96+4814","PS_N",0.00000752835343844754
"1145","PstI.TP332845",3,68039381,"fprind","mrMLM",-0.2097,5.167,12.315,0.4415,"C",0.1304,0.2321,"mrMLMM","F96+4814","PS_N",0.00000107225974025909
"2131","PstI.TP532426",7,64966356,"fprind","mrMLM",0.1985,3.3846,12.3996,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000788315380521558
"349","PstI.TP1159423",11,8140,"fprind","mrMLM",0.2831,3.1256,26.591,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000148320096718187
"442","PstI.TP548709",2,61335066,"fprind","FASTmrMLM",0.2726,4.1782,5.1128,0.0729,"A",0.1031,0.2321,"mrMLMM","F96+4814","PS_N",0.0000115239137719949
"540","PstI.TP332845",3,68039381,"fprind","FASTmrMLM",-0.2097,6.2359,14.2115,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000837915067438409
"635","PstI.TP532426",7,64966356,"fprind","FASTmrMLM",0.1205,4.2805,5.2735,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000900533762750649
"738","PstI.TP332845",3,68039381,"fprind","FASTmrEMMA",-0.2927,3.4127,5.5507,0.4427,"C",0.1358,0.2321,"mrMLMM","F96+4814","PS_N",0.0000736037599060909
"833","PstI.TP1159423",11,8140,"fprind","FASTmrEMMA",0.4443,3.607,9.7427,0.4115,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000459092290759131
"932","PstI.TP245404",1,79960134,"fprind","pLARmEB",-0.1911,3.944,0,0.151,"C",0.0901,0.2321,"mrMLMM","F96+4814","PS_N",0.0000202861671696629
"1025","PstI.TP1226186",3,7342289,"fprind","pLARmEB",0.159,5.026,5.7471,0.2969,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000150244990299891
"1146","PstI.TP332845",3,68039381,"fprind","pLARmEB",-0.2778,12.8089,24.9424,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000158891256711886
"1222","PstI.TP230539",6,60169420,"fprind","pLARmEB",0.0936,3.8748,1.1522,0.3073,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000239828063091446
"1319","NsiI.TP616446",9,56031936,"fprind","pLARmEB",-0.1121,4.0936,5.226,0.4531,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000141318819200706
"1417","PstI.TP865711",11,6040,"fprind","pLARmEB",-0.113,4.092,4.3453,0.4583,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000141873080923514
"1515","PstI.TP1226186",3,7342289,"fprind","ISIS EM-BLASSO",0.1665,4.1262,6.1198,0.2969,"C",0.1165,0.2321,"mrMLMM","F96+4814","PS_N",0.0000130647167972202
"1614","PstI.TP325958",3,54129415,"fprind","ISIS EM-BLASSO",-0.2201,5.7523,19.8509,0.2812,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000264972009887896
"1713","PstI.TP332845",3,68039381,"fprind","ISIS EM-BLASSO",-0.2189,5.3568,15.0418,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000681082936767638
"1147","PstI.TP332845",3,68039381,"fprinW","mrMLM",-0.0278,5.2271,12.3835,0.4415,"C",0.0023,0.0041,"mrMLMM","F96+4814","PS_N",0.000000928538680439702
"2132","PstI.TP532426",7,64966356,"fprinW","mrMLM",0.0262,3.3921,12.4204,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000774105227074122
"350","PstI.TP1159423",11,8140,"fprinW","mrMLM",0.0374,3.1349,26.5929,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000144977297542214
"443","PstI.TP332845",3,68039381,"fprinW","FASTmrMLM",-0.0224,4.8082,9.2506,0.4427,"C",0.0013,0.0041,"mrMLMM","F96+4814","PS_N",0.00000253221163528083
"543","PstI.TP245404",1,79960134,"fprinW","pLARmEB",-0.0245,5.0001,0,0.151,"C",0.0015,0.0041,"mrMLMM","F96+4814","PS_N",0.0000015988215745081
"636","PstI.TP332845",3,68039381,"fprinW","pLARmEB",-0.0274,8.8273,13.9075,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000182095829768528
"739","NsiI.TP274765",6,47625849,"fprinW","pLARmEB",-0.0044,3.0844,0.4683,0.3333,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000164058977319954
"834","PstI.TP230539",6,60169420,"fprinW","pLARmEB",0.0144,3.5232,1.5748,0.3073,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000562729911013453
"933","PstI.TP1026818",11,7134,"fprinW","pLARmEB",0.0001,3.0521,0.0002,0.1406,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000177541547095864
"1148","PstI.TP332845",3,68039381,"fprinGW","mrMLM",-0.023,4.4376,13.3146,0.4415,"C",0.0016,0.003,"mrMLMM","F96+4814","PS_N",0.00000616879019745937
"2133","PstI.TP1052140",6,19137861,"fprinGW","mrMLM",0.0444,3.8437,8.0131,0.0957,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000258583018042106
"353","PstI.TP1159423",11,8140,"fprinGW","mrMLM",0.0263,4.157,20.6298,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000121283019289469
"444","PstI.TP332845",3,68039381,"fprinGW","FASTmrMLM",-0.0222,4.99,12.3528,0.4427,"C",0.0012,0.003,"mrMLMM","F96+4814","PS_N",0.00000163794758483495
"544","PstI.TP245404",1,79960134,"fprinGW","pLARmEB",-0.0193,8.4718,0,0.151,"C",0.0012,0.003,"mrMLMM","F96+4814","PS_N",0.000000000421114310436318
"637","PstI.TP1226186",3,7342289,"fprinGW","pLARmEB",0.0163,3.3434,4.6742,0.2969,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000871565438136777
"740","PstI.TP332845",3,68039381,"fprinGW","pLARmEB",-0.0294,12.0946,21.7517,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000000846057734384289
"835","PstI.TP332845",3,68039381,"fprinGW","ISIS EM-BLASSO",-0.0261,4.7148,17.1925,0.4427,"C",0.0013,0.003,"mrMLMM","F96+4814","PS_N",0.00000316883772718149
"1149","PstI.TP352846",1,71717994,"fprinM","mrMLM",0.0538,4.6066,27.4228,0.2819,"C",0.0058,0.0086,"mrMLMM","F96+4814","PS_N",0.00000410865807010624
"2134","PstI.TP332845",3,68039381,"fprinM","mrMLM",-0.0483,6.0497,16.7401,0.4415,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000130496841413022
"354","PstI.TP332845",3,68039381,"fprinM","FASTmrMLM",-0.0317,5.4823,8.6945,0.4427,"C",0.0041,0.0086,"mrMLMM","F96+4814","PS_N",0.000000504661297563529
"445","NsiI.TP395863",11,13491,"fprinM","FASTmrMLM",0.0122,3.4096,0.341,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000741822497180732
"545","PstI.TP332845",3,68039381,"fprinM","FASTmrEMMA",-0.0589,3.7606,6.0267,0.4427,"C",0.0046,0.0086,"mrMLMM","F96+4814","PS_N",0.000031630058853452
"638","NsiI.TP499934",1,76362422,"fprinM","pLARmEB",-0.0001,4.1349,0,0.2083,"G",0.0038,0.0086,"mrMLMM","F96+4814","PS_N",0.0000127938130415753
"744","PstI.TP245404",1,79960134,"fprinM","pLARmEB",-0.0251,3.1626,0,0.151,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000135487740437975
"836","PstI.TP332845",3,68039381,"fprinM","pLARmEB",-0.0308,6.5256,8.2203,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000420920424776836
"934","NsiI.TP274765",6,47625849,"fprinM","pLARmEB",-0.0165,4.8982,3.1408,0.3333,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000204079790606699
"1026","NsiI.TP395863",11,13491,"fprinM","pLARmEB",0.0037,3.9644,0.0318,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000193107881755808
"1150","PstI.TP532426",7,64966356,"fprinM","ISIS EM-BLASSO",0.0268,3.144,7.0253,0.4844,"C",0.0038,0.0086,"mrMLMM","F96+4814","PS_N",0.000141807760996891
"1151","PstI.TP1040729",4,54844080,"FNMain","mrMLM",0.9219,4.7849,9.8549,0.2174,"A",1.4689,2.501,"mrMLMM","F96+4814","PS_N",0.00000267793480625971
"2135","PstI.TP651320",5,35481232,"FNMain","mrMLM",-1.2197,5.1841,45.3591,0.2554,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000102920052719443
"355","PstI.TP1040729",4,54844080,"FNMain","FASTmrMLM",0.8132,4.7619,8.6226,0.2128,"A",1.4421,2.501,"mrMLMM","F96+4814","PS_N",0.00000283008839178795
"446","PstI.TP651320",5,35481232,"FNMain","FASTmrMLM",-1.1058,4.8598,41.9303,0.2553,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000223769040673712
"546","PstI.TP1040729",4,54844080,"FNMain","FASTmrEMMA",2.0549,3.6067,19.2984,0.2128,"A",1.7026,2.501,"mrMLMM","F96+4814","PS_N",0.0000459409530036584
"639","PstI.TP1040729",4,54844080,"FNMain","pLARmEB",0.8132,4.7619,4.9639,0.2128,"A",1.4413,2.501,"mrMLMM","F96+4814","PS_N",0.00000283008839178795
"745","PstI.TP651320",5,35481232,"FNMain","pLARmEB",-1.1061,4.8598,24.1508,0.2553,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000223769040673712
"837","PstI.TP1040729",4,54844080,"FNMain","ISIS EM-BLASSO",0.8132,4.7849,8.6225,0.2128,"A",1.4415,2.501,"mrMLMM","F96+4814","PS_N",0.00000267793480625971
"935","PstI.TP651320",5,35481232,"FNMain","ISIS EM-BLASSO",-1.106,5.1841,41.9479,0.2553,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000102920052719443
"1152","PstI.TP651320",5,35481232,"FNsmall","mrMLM",-0.7244,3.2728,51.9123,0.2554,"A",0.4861,0.6299,"mrMLMM","F96+4814","PS_N",0.000103538054441475
"2136","NsiI.TP441583",6,1520280,"FNsmall","FASTmrMLM",-0.4654,3.9974,2.8639,0.1968,"C",0.4124,0.6299,"mrMLMM","F96+4814","PS_N",0.0000178319977223292
"356","NsiI.TP441583",6,1520280,"FNsmall","FASTmrEMMA",-1.0938,5.2364,13.3554,0.1968,"C",0.4136,0.6299,"mrMLMM","F96+4814","PS_N",0.000000908029587647883
"447","PstI.TP1227925",6,50604731,"FNsmall","FASTmrEMMA",0.9568,4.8279,11.7604,0.1596,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000024160170788935
"547","PstI.TP651320",5,35481232,"FNsmall","pLARmEB",-0.6021,4.672,32.3789,0.2553,"A",0.4071,0.6299,"mrMLMM","F96+4814","PS_N",0.00000351155924516291
"640","PstI.TP651320",5,35481232,"FNsmall","ISIS EM-BLASSO",-0.6021,4.6463,41.6303,0.2553,"A",0.407,0.6299,"mrMLMM","F96+4814","PS_N",0.00000373508078943063
"746","PstI.TP745785",6,45615805,"FNsmall","ISIS EM-BLASSO",-0.292,4.809,9.5075,0.3777,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000252755142260213
"1153","PstI.TP332845",3,68039381,"HD_1","mrMLM",-0.0503,4.7344,20.01,0.4415,"C",0.0076,0.0091,"mrMLMM","F96+4814","PS_N",0.00000302273448003866
"2137","PstI.TP332845",3,68039381,"HD_1","FASTmrMLM",-0.0377,4.7055,11.6658,0.4427,"C",0.0045,0.0091,"mrMLMM","F96+4814","PS_N",0.00000324041027049182
"357","PstI.TP532426",7,64966356,"HD_1","FASTmrMLM",0.0242,3.0355,5.4089,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000184926861897808
"448","PstI.TP1159423",11,8140,"HD_1","FASTmrEMMA",0.1062,4.8035,14.1743,0.4115,"C",0.0067,0.0091,"mrMLMM","F96+4814","PS_N",0.00000256094351715677
"548","PstI.TP245404",1,79960134,"HD_1","pLARmEB",-0.0379,3.0356,0,0.151,"C",0.0039,0.0091,"mrMLMM","F96+4814","PS_N",0.000184884285816199
"641","NsiI.TP7764",2,8133534,"HD_1","pLARmEB",0.000011419,4.0503,0.0000013995,0.2865,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000015692784107178
"747","PstI.TP332845",3,68039381,"HD_1","pLARmEB",-0.051,7.6471,21.387,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000295256862172897
"838","PstI.TP753697",4,2038364,"HD_1","pLARmEB",0.000013541,3.0449,0.000001549,0.3698,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000180717412601093
"936","PstI.TP31970",4,61637545,"HD_1","pLARmEB",-0.000013425,3.4873,0,0.026,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000614044718105606
"1027","PstI.TP865711",11,6040,"HD_1","pLARmEB",-0.0222,3.1007,4.2655,0.4583,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000157652187075009
"1154","NsiI.TP337751",1,60167980,"HD_1","ISIS EM-BLASSO",-0.0294,4.549,8.3036,0.3906,"C",0.0035,0.0091,"mrMLMM","F96+4814","PS_N",0.00000471845698248157
"1223","PstI.TP245404",1,79960134,"HD_1","ISIS EM-BLASSO",-0.0423,4.2126,0,0.151,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000106071814963531
"1320","PstI.TP541575",2,74276308,"HD_1","ISIS EM-BLASSO",-0.0533,6.1767,15.6954,0.0938,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000964717151896168
"1418","PstI.TP1226186",3,7342289,"HD_1","ISIS EM-BLASSO",0.0368,3.9419,7.4797,0.2969,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000203891912707498
"1516","PstI.TP332845",3,68039381,"HD_1","ISIS EM-BLASSO",-0.0453,6.3154,16.1284,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000693585491592748
"1615","NsiI.TP616446",9,56031936,"HD_1","ISIS EM-BLASSO",-0.0303,6.9942,9.2928,0.4531,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000138484127772198
"1155","PstI.TP352846",1,71717994,"FD_1","mrMLM",0.0469,3.316,17.0392,0.2819,"C",0.0055,0.011,"mrMLMM","F96+4814","PS_N",0.0000931751284201955
"2138","PstI.TP332845",3,68039381,"FD_1","mrMLM",-0.0465,4.1915,12.6836,0.4415,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000111609201238692
"358","PstI.TP532426",7,64966356,"FD_1","mrMLM",0.0432,4.1097,12.3146,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000135956507581272
"449","PstI.TP1159423",11,8140,"FD_1","mrMLM",0.0467,3.1014,15.1749,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000157362048324047
"549","PstI.TP332845",3,68039381,"FD_1","FASTmrMLM",-0.0399,4.1378,10.8485,0.4427,"C",0.0067,0.011,"mrMLMM","F96+4814","PS_N",0.0000127028157838881
"642","PstI.TP532426",7,64966356,"FD_1","FASTmrMLM",0.0305,4.4509,7.1569,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000597447846425817
"748","PstI.TP1159423",11,8140,"FD_1","FASTmrMLM",0.0513,3.4014,21.3228,0.4115,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000756658647868492
"839","PstI.TP1159423",11,8140,"FD_1","FASTmrEMMA",0.1167,4.1367,14.2023,0.4115,"C",0.008,0.011,"mrMLMM","F96+4814","PS_N",0.0000127350308101666
"937","PstI.TP245404",1,79960134,"FD_1","pLARmEB",-0.0307,3.7575,0,0.151,"C",0.0045,0.011,"mrMLMM","F96+4814","PS_N",0.0000318639784732818
"1028","PstI.TP332845",3,68039381,"FD_1","pLARmEB",-0.0508,10.0964,17.6553,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000000000918967177318926
"1156","PstI.TP865711",11,6040,"FD_1","pLARmEB",-0.0204,4.0674,2.9962,0.4583,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000150556669826698
"1224","PstI.TP332845",3,68039381,"FD_1","ISIS EM-BLASSO",-0.0505,3.773,17.3983,0.4427,"C",0.0052,0.011,"mrMLMM","F96+4814","PS_N",0.0000306902198839116
"1321","PstI.TP1107519",9,3315165,"FD_1","ISIS EM-BLASSO",0.0003,3.8348,0.0003,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000264240875732194
"1157","PstI.TP332845",3,68039381,"HD_50","mrMLM",-0.1255,5.1959,12.4109,0.4415,"C",0.0458,0.0823,"mrMLMM","F96+4814","PS_N",0.00000100046062307284
"2139","PstI.TP532426",7,64966356,"HD_50","mrMLM",0.118,3.3682,12.3377,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000820540459002288
"359","PstI.TP1159423",11,8140,"HD_50","mrMLM",0.1702,3.2576,27.0699,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000107448411664456
"450","PstI.TP548709",2,61335066,"HD_50","FASTmrMLM",0.1637,4.1809,5.2023,0.0729,"A",0.0368,0.0823,"mrMLMM","F96+4814","PS_N",0.0000114498553469019
"550","PstI.TP332845",3,68039381,"HD_50","FASTmrMLM",-0.1245,6.2338,14.1293,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000842170452198279
"643","PstI.TP532426",7,64966356,"HD_50","FASTmrMLM",0.0712,4.2536,5.1887,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000960727008489119
"749","PstI.TP332845",3,68039381,"HD_50","FASTmrEMMA",-0.1764,3.4703,5.6896,0.4427,"C",0.0477,0.0823,"mrMLMM","F96+4814","PS_N",0.0000639882156832559
"840","PstI.TP1159423",11,8140,"HD_50","FASTmrEMMA",0.2688,3.723,10.0634,0.4115,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000346417641035249
"938","PstI.TP245404",1,79960134,"HD_50","pLARmEB",-0.1196,6.612,0,0.151,"C",0.0297,0.0823,"mrMLMM","F96+4814","PS_N",0.000000034292567329756
"1029","PstI.TP332845",3,68039381,"HD_50","pLARmEB",-0.1499,11.8722,20.4762,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000142462315881502
"1158","PstI.TP230539",6,60169420,"HD_50","pLARmEB",0.069,3.4568,1.7684,0.3073,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000661302249481767
"1225","NsiI.TP616446",9,56031936,"HD_50","pLARmEB",-0.0665,5.1377,5.1932,0.4531,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000115000571869924
"1322","PstI.TP865711",11,6040,"HD_50","pLARmEB",-0.0722,5.7329,5.0098,0.4583,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000277523650813727
"1419","PstI.TP245404",1,79960134,"HD_50","ISIS EM-BLASSO",-0.0033,3.0492,0,0.151,"C",0.0441,0.0823,"mrMLMM","F96+4814","PS_N",0.000178813374869022
"1517","PstI.TP332845",3,68039381,"HD_50","ISIS EM-BLASSO",-0.1419,5.4482,17.9737,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000547393958674595
"1159","PstI.TP332845",3,68039381,"FD_50","mrMLM",-0.1569,5.216,12.3019,0.4415,"C",0.0732,0.1301,"mrMLMM","F96+4814","PS_N",0.000000953454559672456
"2140","PstI.TP532426",7,64966356,"FD_50","mrMLM",0.1488,3.4193,12.443,0.4734,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000724435960074991
"360","PstI.TP1159423",11,8140,"FD_50","mrMLM",0.2115,3.0924,26.481,0.4202,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00016087923778888
"452","NsiI.TP337751",1,60167980,"FD_50","FASTmrMLM",-0.104,3.7431,7.602,0.3906,"C",0.05,0.1301,"mrMLMM","F96+4814","PS_N",0.0000329989407910835
"553","PstI.TP245404",1,79960134,"FD_50","FASTmrMLM",-0.1288,3.2429,0,0.151,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000111352507199027
"644","PstI.TP548709",2,61335066,"FD_50","FASTmrMLM",0.2331,5.7196,6.6699,0.0729,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000286483754719002
"750","PstI.TP325958",3,54129415,"FD_50","FASTmrMLM",-0.0966,3.138,7.0213,0.2812,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000143879857825585
"842","NsiI.TP441453",3,57267022,"FD_50","FASTmrMLM",-0.0951,3.4759,5.2174,0.1771,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000631247977991039
"939","PstI.TP332845",3,68039381,"FD_50","FASTmrMLM",-0.1352,5.2442,10.535,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000891456179874594
"1030","NsiI.TP395863",11,13491,"FD_50","FASTmrMLM",0.1165,4.4281,2.0601,0.1458,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000631102644505406
"1160","NsiI.TP560012",11,16067,"FD_50","FASTmrMLM",-0.1127,3.2845,9.7517,0.2812,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00010062363452806
"1226","PstI.TP332845",3,68039381,"FD_50","FASTmrEMMA",-0.2188,3.4198,5.5344,0.4427,"C",0.0758,0.1301,"mrMLMM","F96+4814","PS_N",0.0000723602402280251
"1323","PstI.TP1159423",11,8140,"FD_50","FASTmrEMMA",0.3308,3.5888,9.6372,0.4115,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000479733448636689
"1420","PstI.TP1226186",3,7342289,"FD_50","pLARmEB",0.0872,3.7898,3.0852,0.2969,"C",0.045,0.1301,"mrMLMM","F96+4814","PS_N",0.0000294645627086504
"1518","PstI.TP332845",3,68039381,"FD_50","pLARmEB",-0.1705,9.9392,16.7485,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000000132984186213316
"1616","PstI.TP230539",6,60169420,"FD_50","pLARmEB",0.1185,3.4749,3.2962,0.3073,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000632848856925696
"1714","PstI.TP865711",11,6040,"FD_50","pLARmEB",-0.0949,3.563,5.4703,0.4583,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000510740150357195
"1813","PstI.TP1159423",11,8140,"FD_50","pLARmEB",0.1085,3.5738,8.0368,0.4115,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000049762248997347
"1913","PstI.TP1226186",3,7342289,"FD_50","ISIS EM-BLASSO",0.1363,4.5589,7.0532,0.2969,"C",0.0571,0.1301,"mrMLMM","F96+4814","PS_N",0.00000460786768690272
"2013","PstI.TP325958",3,54129415,"FD_50","ISIS EM-BLASSO",-0.1541,5.4554,16.7375,0.2812,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000538145855586728
"2141","PstI.TP332845",3,68039381,"FD_50","ISIS EM-BLASSO",-0.1794,6.1618,17.3884,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000999539589003087
"2213","PstI.TP532426",7,64966356,"FD_50","ISIS EM-BLASSO",0.1228,4.0474,9.1586,0.4844,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000158015612899718
"1161","PstI.TP332845",3,68039381,"HW_1","mrMLM",-0.0037,3.8233,19.8977,0.4415,"C",0,0,"mrMLMM","F96+4814","PS_N",0.0000271706482411268
"2142","PstI.TP245404",1,79960134,"HW_1","FASTmrMLM",-0.0018,3.044,0,0.151,"C",0,0,"mrMLMM","F96+4814","PS_N",0.000181092306416406
"363","PstI.TP332845",3,68039381,"HW_1","FASTmrMLM",-0.0028,4.7753,11.5543,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000274031192103028
"453","PstI.TP1159423",11,8140,"HW_1","FASTmrEMMA",0.0081,4.2617,15.3415,0.4115,"C",0,0,"mrMLMM","F96+4814","PS_N",0.00000942323452603068
"502","PstI.TP772632",2,65920887,"HW_1","ISIS EM-BLASSO",0.0007,3.6804,0.9427,0.1719,"A",0,0,"mrMLMM","F96+4814","PS_N",0.0000384149259178759
"5110","PstI.TP541575",2,74276308,"HW_1","ISIS EM-BLASSO",-0.0015,5.9427,2.3756,0.0938,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000168344913956707
"5210","PstI.TP332845",3,68039381,"HW_1","ISIS EM-BLASSO",-0.0017,6.9288,4.4966,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000000161733505579985
"5310","PstI.TP1107519",9,3315165,"HW_1","ISIS EM-BLASSO",0.0008,3.6305,0.3535,0.0417,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000433610709449186
"5410","NsiI.TP616446",9,56031936,"HW_1","ISIS EM-BLASSO",-0.001,5.9338,2.0898,0.4531,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000171949136813272
"1162","PstI.TP332845",3,68039381,"FW_1","mrMLM",-0.0047,3.7986,19.785,0.4415,"C",0.0001,0.0001,"mrMLMM","F96+4814","PS_N",0.0000288403150312661
"2143","PstI.TP245404",1,79960134,"FW_1","FASTmrMLM",-0.002,3.2679,0,0.151,"C",0,0.0001,"mrMLMM","F96+4814","PS_N",0.000104785212871359
"364","PstI.TP332845",3,68039381,"FW_1","FASTmrMLM",-0.0033,3.4558,10.1037,0.4427,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000662826708608272
"454","PstI.TP1159423",11,8140,"FW_1","FASTmrEMMA",0.0086,3.806,10.3597,0.4115,"C",0.0001,0.0001,"mrMLMM","F96+4814","PS_N",0.0000283334852778437
"554","PstI.TP136460",1,1229717,"FW_1","pLARmEB",-0.0005,5.8167,0.1942,0.1406,"A",0,0.0001,"mrMLMM","F96+4814","PS_N",0.000000227300295329098
"645","NsiI.TP440927",1,20252244,"FW_1","pLARmEB",0.000034846,5.8034,0.0009,0.099,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000234584871064495
"752","NsiI.TP337751",1,60167980,"FW_1","pLARmEB",-0.0004,5.935,0.181,0.3906,"C",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000171474679579013
"843","PstI.TP308061",1,60402946,"FW_1","pLARmEB",-0.000010656,5.6596,0.000016895,0.0156,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000033052171686998
"940","NsiI.TP499934",1,76362422,"FW_1","pLARmEB",-0.0006,4.9871,0,0.2083,"G",NA,NA,"mrMLMM","F96+4814","PS_N",0.00000164930129508964
"1031","PstI.TP576366",2,375350,"FW_1","pLARmEB",0.00005998,8.6371,0.0017,0.0521,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000285167481430501
"1163","PstI.TP972096",2,3042190,"FW_1","pLARmEB",0.000016548,19.9636,0,0.0312,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.000000000000000000000896809086715605
"1227","PstI.TP548709",2,61335066,"FW_1","pLARmEB",0.0004,3.4858,0.0258,0.0729,"A",NA,NA,"mrMLMM","F96+4814","PS_N",0.0000616169220200278
